domain,type,language,in_list_chatgpt,in_list_hbi,in_list_scharkow,in_list_stier,in_list_w3news
wzonline.de,legacy press,NA,FALSE,FALSE,TRUE,TRUE,FALSE
yahoo.com,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
yahoo.com/news,portal,NA,NA,NA,NA,NA,NA
yoice.net,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
yomiuri.co.jp,legacy press,ja,TRUE,FALSE,FALSE,FALSE,FALSE
you-fm.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
zak.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
zaronews.world,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
zdf.de,public broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
ze.tt,legacy press,de,FALSE,FALSE,TRUE,FALSE,FALSE
zeit.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
zettelsraum.blogspot.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
zevener-zeitung.de,legacy press,NA,FALSE,TRUE,FALSE,FALSE,FALSE
zlive-news.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
zuercherin.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
zuerst.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
zukunft-ch.ch,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
zvw.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
